WikipediaID,WikidataID,PrequelID,SequelID,FreebaseID,MovieName,ReleaseDate,BoxOffice,Runtime,Languages,Countries,Genres
,Q15270775,Q249967,Q28840385,,Hotel Transylvania 2,25 September 2015,"474,800,000",89.0,English,,comedy horror
,Q4310546,Q1763879,NaN,,Twist and Shout,26 December 1984,NaN,107,Danish,,comedy film
,Q15396069,Q1702819,Q18581780,,The Pirate Fairy,26 February 2014,NaN,78,English,,fantasy film
,Q16254653,Q7701699,NaN,,Tere Bin Laaden 2,26 February 2016,NaN,NaN,Hindi,,comedy film
,Q7773649,Q7718278,Q11323287,,The Washingtonians,26 January 2007,NaN,NaN,English,,NaN
,Q1142018,Q910943,Q483778,,The Confessions Tour,26 January 2007,NaN,NaN,NaN,,pop music
,Q120231658,Q286569,NaN,,upcoming anime film,26 January 2024,NaN,NaN,Japanese,,NaN
,Q19516295,Q2708392,NaN,,Teen Beach 2,26 June 2015,NaN,105,English,,beach party film
,Q2052558,Q336240,Q28854,,Rose,26 March 2005,NaN,45,English,,NaN
,Q2052558,Q3033553,Q28854,,Rose,26 March 2005,NaN,45,English,,NaN
,Q1326986,Q7845731,NaN,,1967 song by the Beatles,26 May 1967,NaN,NaN,NaN,,psychedelic rock
,Q1855524,Q989551,Q6113358,,To the Sea,26 May 2010,NaN,NaN,NaN,,folk rock
,Q20949892,Q257630,NaN,,Kindergarten Cop 2,26 May 2016,NaN,96,English,,comedy film
,Q17485699,Q174385,NaN,,2016 film directed by James Bobin,26 May 2016,"77,041,381",113,English,,fantasy film
,Q7644366,Q2251495,Q5111426,,Supetastic 6,26 November 2008,NaN,NaN,English,,NaN
,Q5160567,Q6090909,Q11775026,,Congratulations,26 November 2010,NaN,233.0,NaN,,NaN
,Q17154837,Q748412,Q48757642,,Asterix: The Land of the Gods,26 November 2014,NaN,85,French,,adventure film
,Q3358646,Q1405113,Q18736968,,Outpost: Black Sun,26 October 2012,NaN,100,English,,horror film
,Q18602670,Q4941,Q21534241,,Spectre,26 October 2015,"880,674,609",148,English,,thriller film
,Q212822,Q282534,Q3278701,,Dark Passion Play,26 September 2007,NaN,"4,543",NaN,,symphonic metal
,Q277157,Q1253366,Q15270775,,2013 American computer-animated science fiction comedy film,26 September 2013,"274,325,949",95,English,,comedy film
,Q277157,Q637169,Q15270775,,2013 American computer-animated science fiction comedy film,26 September 2013,"274,325,949",95,English,,comedy film
,Q2908757,Q3236784,Q15636270,,2013 film directed by Osamu Kaneda,27 April 2013,NaN,NaN,Japanese,,crossover fiction
,Q6547944,Q6547945,NaN,,2006 film,27 January 2006,NaN,77,Swedish,,comedy film
,Q12049257,Q83542,,,2016 film directed by Paul W. S. Anderson,27 January 2017,"312,242,626",106,English,,horror film
,Q110408574,Q5626703,NaN,,2022 film directed by Emma Molin,27 July 2022,NaN,NaN,Swedish,,comedy film
,Q16247579,Q2357390,NaN,,2006 film,27 June 2006,NaN,NaN,English,,war film
,Q47500742,Q28465798,NaN,,Suicide Squad: Hell to Pay,27 March 2018,NaN,86,English,,superhero film
,Q47500742,Q28465798,NaN,,Suicide Squad: Hell to Pay,27 March 2018,NaN,86,English,,superhero film
,Q55598789,Q1446504,NaN,,Little White Lies 2,27 March 2019,NaN,135,French,,comedy drama
,Q25136221,Q4927487,Q24904707,,It's a Great Life,27 May 1943,NaN,NaN,English,,comedy film
,Q221643,Q1091508,Q845324,,How the West Was Won,27 May 2003,NaN,NaN,NaN,,hard rock
,Q246283,Q28891,Q13091172,,Frozen,27 November 2013,"1,274,219,009",101,English,,comedy drama
,Q15275703,Q908556,NaN,,Horrible Bosses 2,27 November 2014,NaN,104,English,,comedy film
,Q7728793,Q2587628,Q5433022,,The Damned Thing,27 October 2006,NaN,NaN,English,,NaN
,Q15712110,Q676284,Q64590532,,Jigsaw,27 October 2017,"102,952,888",92,English,,splatter film
,Q7772971,Q1319029,NaN,,The Voice,28 April 2009,NaN,NaN,NaN,,Southern hip hop
,Q62124699,Q795040,NaN,,Bill &amp; Ted Face the Music,28 August 2020,NaN,91,English,,comedy film
,Q15629624,Q2474162,Q24868806,,Mega Shark Versus Mecha Shark,28 January 2014,NaN,85,English,,monster film
,Q30637119,Q196685,Q39060677,,Escape Plan 2: Hades,28 June 2018,NaN,94,English,,thriller film
,Q19693484,Q1199262,NaN,,2015 film directed by Russell Thomas,28 March 2015,NaN,147,English,,musical film
,Q19830587,Q1058469,Q109270718,,2005 film by Yoshiyuki Tomino,28 May 2005,NaN,95,Japanese,,NaN
,Q29565371,Q5643150,Q29565373,,Porous Pockets/Choir Boys,28 November 2008,NaN,"1,403±1",English,,NaN
,Q2695367,Q8071770,Q1494222,,Garfield on the Town,28 October 1983,NaN,24,English,,NaN
,Q7328525,Q7328527,NaN,,Richard Pryor: Here and Now,28 October 1983,NaN,NaN,English,,comedy film
,Q1520770,Q6928424,NaN,,Mr. Belvedere,28 October 2013,NaN,22,English,,American television sitcom
,Q590166,Q1468857,Q1069050,,Lilo &amp; Stitch: The Series,28 October 2013,NaN,22,English,,crossover fiction
,Q680462,Q848677,Q17508236,,animated television series,28 October 2013,NaN,22,English,,thriller
,Q838588,Q1743785,Q1064768,,American computer-animated television series,28 October 2013,NaN,25,English,,science fiction television program
,Q2583799,Q24075,NaN,,Godzilla: The Series,28 October 2013,NaN,30,English,,fantasy television series
,Q187462,Q105801,Q215287,,Stargate SG-1,28 October 2013,NaN,43,English,,military science fiction
,Q583870,Q217008,NaN,,Blade: The Series,28 October 2013,NaN,45,English,,action television series
,Q183513,Q39970,Q2660793,,Buffy the Vampire Slayer,28 October 2013,NaN,45,English,,paranormal television program
,Q598499,Q208048,NaN,,The Pacific,28 October 2013,NaN,60,English,,drama television series
,Q598499,Q208048,NaN,,The Pacific,28 October 2013,NaN,60,English,,drama television series
,Q2976270,Q4659164,Q1951284,,VH1 Storytellers,28 October 2013,NaN,"2,674",NaN,,rock music
,Q3276539,Q7300408,NaN,,R.O.D the TV,28 October 2013,NaN,NaN,Japanese,,action anime and manga
,Q601449,Q2337325,Q18326790,,2010 live video album by Depeche Mode,28 October 2013,NaN,NaN,NaN,,alternative rock
,Q730811,Q7258890,NaN,,H.R. Pufnstuf,28 October 2013,NaN,NaN,NaN,,comedy
,Q914182,Q846776,NaN,,The Adventures of Mimi,28 October 2013,NaN,NaN,NaN,,contemporary R&amp;B
,Q928063,Q1048394,Q1048386,,Live at the Royal Albert Hall,28 October 2013,NaN,NaN,NaN,,crossover
,Q1199027,Q1148704,Q2120983,,The Naked Brothers Band,28 October 2013,NaN,NaN,English,,documentary film
,Q491642,Q45717,Q7243890,,Will It Snow For Christmas?,28 October 2013,NaN,NaN,Korean,,drama television series
,Q2451985,Q2280511,Q2028569,,Livemiles,28 October 2013,NaN,NaN,NaN,,electronic music
,Q1152738,Q1093610,Q1514105,,Walk with Me in Hell,28 October 2013,NaN,NaN,NaN,,groove metal
,Q1632149,Q1990678,Q3256894,,Live at the Paramount,28 October 2013,NaN,NaN,NaN,,grunge
,Q953085,Q3048806,Q826136,,No Bull,28 October 2013,NaN,NaN,NaN,,hard rock
,Q2281151,Q2145382,Q28452581,,Live Vengeance '82,28 October 2013,NaN,NaN,NaN,,heavy metal
,Q865389,Q865511,Q867791,,season of television series,28 October 2013,NaN,NaN,English,,NaN
,Q2314797,Q735401,Q5237003,,"Stargate Universe, season 1",28 October 2013,NaN,NaN,English,,NaN
,Q2351574,Q1772967,NaN,,VH1 Storytellers,28 October 2013,NaN,NaN,English,,NaN
,Q5523724,Q11416665,Q1767723,,Garo: Makai Senki,28 October 2013,NaN,NaN,Japanese,,NaN
,Q1125812,Q1715837,Q1785535,,2001 MTV Movie Awards,28 October 2013,NaN,NaN,NaN,,NaN
,Q59369,Q59310,Q59375,,2003 SummerSlam,28 October 2013,NaN,NaN,NaN,,NaN
,Q36959,Q36945,Q15255409,,2013 Royal Rumble,28 October 2013,NaN,NaN,NaN,,NaN
,Q2826354,Q2612555,Q48699834,,Against All Odds,28 October 2013,NaN,NaN,NaN,,NaN
,Q824436,Q692254,Q174360,,concert tour,28 October 2013,NaN,NaN,NaN,,NaN
,Q44533,Q44508,Q44572,,Dangerous World Tour,28 October 2013,NaN,NaN,NaN,,NaN
,Q834328,Q5204243,NaN,,Gainax,28 October 2013,NaN,NaN,NaN,,NaN
,Q4730109,Q11993854,Q3279367,,live album by Tina Turner,28 October 2013,NaN,NaN,NaN,,NaN
,Q2085887,Q5429188,Q2526545,,Live at Montreux 1991/1992,28 October 2013,NaN,NaN,NaN,,NaN
,Q1233034,Q1232966,NaN,,Over the Limit,28 October 2013,NaN,NaN,NaN,,NaN
,Q852621,Q852369,Q770475,,Rainbow World Tour,28 October 2013,NaN,NaN,NaN,,NaN
,Q3989764,Q2059401,Q2777723,,The Ultimate Fighter 2 Finale,28 October 2013,NaN,NaN,NaN,,NaN
,Q7855903,Q130171,NaN,,Turner Broadcasting System,28 October 2013,NaN,NaN,NaN,,NaN
,Q2757811,Q3267737,Q6145396,,UFC 85,28 October 2013,NaN,NaN,NaN,,NaN
,Q1231123,Q744476,Q1231195,,Vengeance,28 October 2013,NaN,NaN,NaN,,NaN
,Q1231276,Q1231195,Q961921,,Vengeance,28 October 2013,NaN,NaN,NaN,,NaN
,Q1510100,Q2528195,Q1029750,,Wonder World Tour,28 October 2013,NaN,NaN,NaN,,NaN
,Q50917,Q50916,Q50985,,WrestleMania 23,28 October 2013,NaN,NaN,NaN,,NaN
,Q3283582,Q596994,Q3284198,,"You're in Love, Charlie Brown",28 October 2013,NaN,NaN,NaN,,NaN
,Q2121200,Q3530468,Q2007674,,Humanoid City Live,28 October 2013,NaN,NaN,NaN,,pop rock
,Q195738,Q666187,Q13220295,,Loud Tour Live at the O2,28 October 2013,NaN,NaN,NaN,,pop rock
,Q3528941,Q4020841,Q204443,,live album by Rush,28 October 2013,NaN,NaN,NaN,,progressive rock
,Q2712450,Q3511900,Q3317213,,compilation album by Ramones,28 October 2013,NaN,NaN,NaN,,punk rock
,Q1114550,Q1604268,Q970884,,Loco Live,28 October 2013,NaN,NaN,NaN,,punk rock
,Q2053607,Q2048798,NaN,,live album by Rage Against the Machine,28 October 2013,NaN,NaN,NaN,,rap metal
,Q2569905,Q2534662,Q3738987,,...There and Then,28 October 2013,NaN,NaN,NaN,,rock music
,Q2733732,Q1755476,Q130409,,Live from Paris,28 October 2013,NaN,NaN,NaN,,rock music
,Q491367,Q486205,Q491345,,Spring Day,28 October 2013,NaN,NaN,Korean,,romance film
,Q496620,Q483822,Q490407,,Likeable or Not,28 October 2013,NaN,NaN,Korean,,romantic comedy
,Q1151166,Q1069050,NaN,,Stitch!,28 October 2013,NaN,NaN,main subject,,science fantasy
,Q462013,Q464457,NaN,,The Chronicles of Narnia,28 October 2013,NaN,NaN,English,,television series based on a novel
,Q523924,Q1045165,NaN,,Shane,28 October 2013,NaN,NaN,NaN,,western television program
,Q18192306,Q192934,NaN,,Inferno,28 October 2016,"220,000,000",121,English,,thriller film
,Q74191011,Q937005,NaN,,The Craft: Legacy,28 October 2020,NaN,NaN,English,,teen film
,Q4295895,Q1144500,Q4295896,,1970 World Series,28 September 2010,NaN,"10,031±1",NaN,,NaN
,Q158598,Q925066,Q47212280,,(sic)nesses,28 September 2010,NaN,NaN,NaN,,alternative metal
,Q3197341,Q2724377,NaN,,Kirikou and the Men and Women,28 September 2012,NaN,88,French,,fantasy film
,Q44268586,Q588080,Q23999279,,Daphne &amp; Velma,29 April 2018,NaN,75,English,,comedy film
,Q47500692,Q1526817,Q114414893,,2017 film directed by Robert Adetuyi,29 August 2017,NaN,95,English,,female buddy film
,Q2544920,Q1632213,Q2627744,,We Are the Ones,29 February 2008,NaN,NaN,NaN,,contemporary R&amp;B
,Q18155457,Q573736,NaN,,Vacation,29 July 2015,NaN,99±1,English,,adventure film
,Q20899737,Q431660,NaN,,Shin Godzilla,29 July 2016,"1,918,403",118,Japanese,,science fiction film
,Q19481099,Q494048,NaN,,Jason Bourne,29 July 2016,"415,484,914",123,English,,action film
,Q9020651,Q5351648,Q6463691,,Las zapatillas coloradas,29 May 1952,NaN,84,Spanish,,comedy film
,Q3651893,Q5877092,Q1609850,,The Video Show,29 November 2004,NaN,NaN,NaN,,rock music
,Q1088497,Q1046998,Q498373,,"2010 film of a Metallica, Slayer, Megadeth, and Anthrax concert",29 October 2010,NaN,NaN,NaN,,heavy metal
,Q481606,Q555367,NaN,,2011 German 3D adventure film directed by Christian Ditter,29 September 2011,NaN,96,German,,comedy film
,Q39049357,Q722448,NaN,,Let's Play Two,29 September 2017,NaN,NaN,NaN,,NaN
,Q9653404,Q2000709,Q19842746,,Teenage Mutant Ninja Turtles,3 August 2014,"493,333,584",101,English,,action film
,Q4521733,Q4095614,NaN,,I Dutifully Report,3 January 1958,NaN,91,Czech,,comedy film
,Q825296,Q1068375,Q851496,,Jubilee,3 June 2002,NaN,NaN,NaN,,punk rock
,Q2377356,Q1969562,NaN,,2003 compilation album by Cradle of Filth,3 March 2003,NaN,NaN,NaN,,black metal
,Q3520950,Q6656427,Q3352600,,The Forgotten Arm,3 May 2005,NaN,NaN,NaN,,pop music
,Q24904727,Q753677,NaN,,2018 film by John Stevenson,3 May 2018,"41,315,086",87,English,,comedy film
,Q946562,Q382320,Q1525034,,Home Alone 4,3 November 2002,NaN,89,English,,Christmas film
,Q58050392,Q3821168,Q3202618,,1943: Un incontro,3 October 1971,NaN,NaN,Italian,,NaN
,Q928746,Q1762745,Q1764662,,Live at Montreux 2003,3 September 2007,NaN,NaN,NaN,,progressive rock
,Q123251100,Q4521572,NaN,,The Cookout 2,3 September 2011,NaN,NaN,NaN,,NaN
,Q14623720,Q1058489,Q23013805,,Sadako 3D 2,30 August 2013,NaN,96,Japanese,,horror film
,Q15642649,Q5579269,NaN,,Golden Chicken 3,30 January 2014,NaN,100,Cantonese,,comedy film
,Q18182944,Q270061,,,The 7th Dwarf,30 January 2014,NaN,87±0,German,,fantasy film
,Q16761024,Q4851078,NaN,,Balkan ekspres 2,30 March 1989,NaN,88,Serbo-Croatian,,comedy film
,Q24514560,Q5751909,NaN,,La criatura,30 November 1977,NaN,100,Spanish,,drama film
,Q626968,Q1215282,Q626973,,The Olsen Gang Outta Sight,30 September 1977,NaN,105±0,Danish,,comedy film
,Q18170441,Q7547798,Q24806911,,Sniper: Legacy,30 September 2014,NaN,98,English,,drama film
,Q18693376,Q631377,Q30763298,,Lapland Odyssey 2,30 September 2015,NaN,87,Finnish,,comedy film
,Q109284173,Q431140,NaN,,Hocus Pocus 2,30 September 2022,NaN,106,English,,comedy film
,Q7712287,Q221090,Q238245,,The Act of Killing,31 August 2012,NaN,159,Indonesian,,documentary film
,Q7712287,Q221090,Q238245,,The Act of Killing,31 August 2012,NaN,159,Indonesian,,documentary film
,Q17512617,Q705871,NaN,,The Cut,31 August 2014,NaN,138,English,,drama film
,Q13034587,Q3642746,NaN,,Die Bosvelder,31 January 1958,NaN,70,Afrikaans,,comedy film
,Q12301078,Q4729965,Q27908086,,All for Two,31 January 2013,NaN,89,Danish,,comedy film
,Q17450805,Q5423076,NaN,,Eyyvah Eyvah 3,31 January 2014,NaN,105,Turkish,,comedy film
,Q77765845,Q4808148,NaN,,Love Likes Coincidences 2,31 January 2020,NaN,NaN,Turkish,,romance film
,Q1003092,Q946157,Q1003095,,Going Steady,31 May 1979,NaN,100,Hebrew,,comedy film
,Q7766193,Q7763246,Q7761194,,The Stake Out,31 May 1990,NaN,101,English,,NaN
,Q3612206,Q3521828,Q3522065,,All Wet,31 October 1927,NaN,,applies to part,,silent film
,Q1124132,Q1124135,Q838417,,Imaginationland Episode III,31 October 2007,NaN,NaN,English,,animated sitcom
,Q3928247,Q246391,NaN,,Rec 4: Apocalypse,31 October 2014,NaN,95,Spanish,,horror film
,Q5688951,Q620260,Q7532956,,He That Believeth in Me,4 April 2008,NaN,NaN,English,,NaN
,Q1765358,Q275120,Q5887360,,2014 film directed by Anthony Russo and Joe Russo,4 April 2014,"714,421,503",136,English,,action film
,Q1765358,Q1201853,Q5887360,,2014 film directed by Anthony Russo and Joe Russo,4 April 2014,"714,421,503",136,English,,action film
,Q581203,Q7719740,NaN,,compilation album,4 February 1991,NaN,NaN,NaN,,hard rock
,Q2587288,Q2451514,NaN,,live album by Christina Aguilera,4 February 2008,NaN,130,NaN,,pop music
,Q7717326,Q516245,Q2255844,,The Best of Tubular Bells,4 June 2001,NaN,NaN,NaN,,progressive rock
,Q15040917,Q214014,NaN,,22 Jump Street,4 June 2014,"331,333,876",112±1,English,,action film
,Q111443812,Q6656017,Q111467487,,Greatest Hits?,4 June 2014,NaN,NaN,NaN,,melodic hardcore
,Q999801,Q6683783,Q929155,,The Greater Good,4 May 2005,NaN,NaN,English,,NaN
,Q2084992,Q535409,Q2601845,,Tribute,4 November 1997,NaN,NaN,NaN,,NaN
,Q2084992,Q2354715,Q2601845,,Tribute,4 November 1997,NaN,NaN,NaN,,NaN
,Q13424690,Q2028226,Q2028248,,2nd episode of the 1st season of Masters of Horror,4 November 2005,NaN,NaN,English,,horror fiction
,Q7727160,Q578406,NaN,,The Complete Master Works 2,4 November 2008,NaN,NaN,NaN,,acoustic music
,Q21500755,Q184843,NaN,,Blade Runner 2049,4 October 2017,"259,239,658",164,English,,science fiction film
,Q107610336,Q1238102,Q121029948,,The Exorcist: Believer,4 October 2023,NaN,111,English,,horror film
,Q1753037,Q1755486,NaN,,Revelations,4 September 2006,NaN,"2,908",NaN,,heavy metal
,Q18246395,Q912049,NaN,,Heaven on Earth,4 September 2015,NaN,134±0,Swedish,,drama film
,Q16592795,Q7256176,Q82516063,,Dogs 2: The last blood,5 April 1994,NaN,NaN,Polish,,thriller film
,Q16985835,Q262173,NaN,,The Inbetweeners 2,5 August 2014,NaN,96,English,,comedy film
,Q2510695,Q1975763,NaN,,Rattle Rat,5 February 1987,NaN,NaN,Dutch,,film adaptation
,Q17563594,Q2657424,,,2014 film by Uwe Boll,5 February 2014,NaN,NaN,English,,drama film
,Q13548225,Q11241311,NaN,,Horror Stories 2,5 June 2013,NaN,NaN,Korean,,horror film
,Q64069446,Q493755,NaN,,Coming 2 America,5 March 2021,NaN,110,English,,comedy film
,Q71581014,Q6684855,Q885949,,The Undergrads,5 May 1985,NaN,101,English,,NaN
,Q4478935,Q769599,NaN,,2011 film by Nikita Mikhalkov,5 May 2011,"1,500,000",157,Russian,,drama film
,Q698493,Q2626715,Q602703,,Around the Sun,5 October 2004,NaN,"3,321",NaN,,pop rock
,Q3522637,Q1167551,NaN,,2013 film by Ben Stiller,5 October 2013,"188,133,322",114,English,,fantasy film
,Q17034638,Q3278404,Q19263543,,Live: Travelling the World,6 December 2013,NaN,NaN,NaN,,NaN
,Q6966481,Q559071,Q19363383,,The Last: Naruto the Movie,6 December 2014,NaN,112±0,Japanese,,adventure film
,Q16536151,Q29355,Q97190744,,animated film directed by Inna Evlannikova,6 February 2014,"5,923,290",73,Russian,,historical film
,Q5015413,Q1622862,NaN,,Cabin Fever: Patient Zero,6 February 2014,NaN,91,English,,comedy horror
,Q16323851,Q7388676,Q29017147,,The Reunion 2: The Funeral,6 February 2014,NaN,95,NaN,,comedy film
,Q3521099,Q860479,Q107270,,The Grand Budapest Hotel,6 February 2014,"174,801,324",99,English,,comedy film
,Q2027959,Q1810235,Q2470234,,Fair-Haired Child,6 January 2006,NaN,NaN,English,,horror fiction
,Q22997984,Q637212,Q15632949,,Despicable Me 3,6 July 2017,"1,034,799,409",90,English,,comedy film
,Q2625108,Q2315821,Q2103853,,Queen of the Nile,6 March 1964,NaN,NaN,English,,NaN
,Q20900098,Q283258,NaN,,1920 London,6 May 2016,NaN,120,Hindi,,horror film
,Q7767602,Q4355726,NaN,,The Swan Princess Christmas,6 November 2012,NaN,90,English,,fantasy film
,Q15982441,Q6296387,Q15965953,,The Peanuts Movie,6 November 2015,"246,200,000",93,American English,,children's film
,Q15982441,Q1311434,Q15965953,,The Peanuts Movie,6 November 2015,"246,200,000",93,American English,,children's film
,Q2440396,Q3040149,NaN,,2010 film,6 October 2010,NaN,NaN,Dutch,,teen film
,Q3953595,Q7977122,Q3614117,,2005 album by Against Me!,6 September 2005,NaN,NaN,NaN,,punk rock
,Q24806733,Q1319945,Q56308467,,Honey 3,6 September 2016,NaN,97,English,,musical film
,Q26684425,Q574993,NaN,,Hard Target 2,6 September 2016,NaN,104,English,,action film
,Q30726990,Q756574,NaN,,Taxi 5,7 April 2018,"42,000,000",102,French,,action comedy film
,Q15046905,Q570651,Q17195079,,Gurin with the Foxtail,7 August 1998,NaN,76,Norwegian,,adventure film
,Q11220194,Q243983,Q19938437,,2014 film directed by Matt Reeves,7 August 2014,"710,644,566",130,English,,science fiction film
,Q31271384,Q3492143,Q117188308,,Puss in Boots: The Last Wish,7 December 2022,NaN,100,English,,comedy film
,Q3213978,Q2891031,Q3213979,,La Vérité si je mens ! 2,7 February 2001,NaN,105,NaN,,comedy film
,Q6929072,Q1523217,Q10298666,,Mr. Peabody &amp; Sherman,7 February 2014,"275,698,039",92,English,,buddy film
,Q60228380,Q1462034,NaN,,Moontrap: Target Earth,7 February 2017,NaN,85,English,,science fiction film
,Q1286531,Q1402027,Q722904,,"No Fits, No Fights, No Feuds",7 January 2007,NaN,NaN,English,,NaN
,Q20023116,Q171711,Q77953905,,Star Trek Beyond,7 July 2016,"343,471,816",122,English,,science fiction film
,Q13876,Q6907717,NaN,,Samar,7 July 2021,NaN,NaN,NaN,,NaN
,Q25338393,Q2640347,Q104870675,,Never Back Down: No Surrender,7 June 2016,NaN,102,English,,martial arts film
,Q11514430,Q4259553,Q6192620,,Q11514430,7 March 2010,NaN,NaN,NaN,,NaN
,Q86600384,Q255309,Q106715313,,Playdate with Destiny,7 March 2020,NaN,5,English,,comedy film
,Q58215866,Q4439205,Q58215879,,Liberation: The Fire Bulge,7 May 1970,NaN,"5,508.0",NaN,,NaN
,Q6386448,Q2758086,Q19912048,,Unstoppable Momentum,7 May 2013,NaN,NaN,NaN,,instrumental rock
,Q642230,Q646508,Q286119,,compilation album,7 November 2009,NaN,NaN,NaN,,teen pop
,Q28750010,Q6532425,NaN,,Going Our Way II,7 November 2013,NaN,94,Slovene,,teen film
,Q12336342,Q7557211,Q12336343,,Operation Camel,7 October 1960,NaN,98,Danish,,comedy film
,Q71572544,Q5581538,Q4920291,,Love Leads the Way,7 October 1984,NaN,NaN,English,,drama film
,Q45384,Q1045023,NaN,,Carrie,7 October 2013,"84,790,678",100,English,,horror film
,Q279126,Q488362,Q3618788,,The Best,7 September 2006,NaN,NaN,NaN,,pop music
,Q28465801,Q204670,NaN,,2017 film directed by Bonni Cohen and Jon Shenk,7 September 2017,NaN,NaN,English,,documentary film
,Q2712845,Q2526240,Q1193183,,1992 live video album by Guns N’ Roses,8 December 1992,NaN,NaN,NaN,,hard rock
,Q7857879,Q7091806,NaN,,Twice Upon a Christmas,8 December 2001,NaN,NaN,English,,romantic comedy
,Q6462046,Q3283448,NaN,,Tainá 3: The Origin,8 February 2013,NaN,80±0,Portuguese,,children's film
,Q1650018,Q7883419,Q63865541,,Growing Up Live,8 February 2019,NaN,NaN,NaN,,art rock
,Q5428809,Q1756407,Q6675250,,Facts of Life,8 June 1973,NaN,NaN,NaN,,soul music
,Q14228505,Q2156382,Q17346011,,2014 animated feature film directed by Shinnosuke Yakuwa,8 March 2014,NaN,109,Japanese,,NaN
,Q16155426,Q7774817,,,film,8 May 2000,NaN,NaN,English,,children's film
,Q2264768,Q2082250,Q2278716,,Maiden England,8 November 1989,NaN,"5,700",NaN,,heavy metal
,Q3486024,Q558808,Q16999425,,Live at the Rainbow '74,8 November 2014,NaN,53,NaN,,art rock
,Q625345,Q1215271,Q1215294,,The Olsen Gang in Jutland,8 October 1971,NaN,101±0,Danish,,heist film
,Q287807,Q1032592,Q1032371,,AB III,8 October 2010,NaN,NaN,NaN,,hard rock
,Q4127016,Q423039,Q5831962,,The Goalkeeper,8 September 2000,NaN,93,Spanish,,drama film
,Q24904706,Q4927481,Q4927487,,Blondie's Blessed Event,9 April 1942,NaN,69,English,,comedy film
,Q23762896,Q12982690,NaN,,2016 Tamil film directed by Venkat Prabhu,9 December 2016,NaN,NaN,Tamil,,sport film
,Q302839,Q57270,Q2074746,,BioShock 2,9 February 2010,NaN,NaN,NaN,,first-person shooter
,Q16781911,Q1057015,NaN,,Taken 3,9 January 2015,"326,500,000",109±1,English,,thriller film
,Q16655418,Q2270093,NaN,,Nicholas on Holiday,9 July 2014,NaN,97,French,,comedy film
,Q15715663,Q81044,Q97579570,,Step Up: All In,9 July 2014,NaN,112,English,,drama film
,Q16972012,Q1710012,NaN,,Joy Ride 3: Road Kill,9 June 2014,NaN,96±0,English,,thriller film
,Q12004262,Q7651880,NaN,,2007 film,9 March 2007,NaN,73,Norwegian,,children's film
,Q1755168,Q6863443,Q2276140,,Introducing Joss Stone,9 March 2007,NaN,NaN,NaN,,alternative hip hop
,Q4344801,Q1337415,NaN,,Paragraph 78,9 March 2007,NaN,NaN,NaN,,first-person shooter
,Q21203766,Q7731172,Q17501972,,Kong: Skull Island,9 March 2017,"566,652,812",118,English,,speculative/fantastic fiction film
,Q42049541,Q1259466,Q114073140,,The Strangers: Prey at Night,9 March 2018,NaN,85,English,,horror film
,Q42049541,Q1259466,Q114073140,,The Strangers: Prey at Night,9 March 2018,NaN,85,English,,horror film
,Q5661779,Q9077202,Q1052975,,Casual Day,9 May 2008,NaN,95,Spanish,,comedy film
,Q18434392,Q3208496,NaN,,Justice for Natalee Holloway,9 May 2011,NaN,89,English,,crime film
,Q114543671,Q7110678,Q114479781,,I Love to Conduct,9 October 2005,NaN,NaN,NaN,,NaN
,Q25999801,Q2417231,NaN,,The Exorcism of Molly Hartley,9 October 2015,NaN,96,English,,Satanic film
,Q667759,Q3099579,Q828024,,Bananas,9 September 2003,NaN,"3,085",NaN,,hard rock
,Q1509039,Q720946,Q142725,,Last Look at Eden,9 September 2009,NaN,"2,815",NaN,,hard rock
,Q55392239,Q3338634,NaN,,"Neuilly sa mère, sa mère !",August 2018,NaN,NaN,French,,comedy film
,Q7755763,Q2702903,Q821254,,The Owl and the Pussycat,December 1970,NaN,NaN,NaN,,rock music
,Q117009188,Q5472391,NaN,,Fort Worth Flyover II,July 1992,NaN,NaN,English,,documentary film
,Q6091334,Q7824229,Q5898277,,It's a Wiggly Wiggly World,July 2000,NaN,NaN,English,,children's music
,Q15312783,Q5309421,NaN,,Gloria Victoria,June 2013,NaN,7±0,NaN,,anti-war film
,Q2108316,Q3214231,NaN,,The Courtship of Andy Hardy,March 1942,NaN,95,English,,romantic comedy
,Q2897463,Q5396345,Q3281827,,Moonlight Sinatra,March 1966,NaN,NaN,NaN,,vocal jazz
,Q16738039,Q769985,NaN,,2014 film by Roel Reiné,March 2014,NaN,90,English,,war film
,Q3283296,Q930372,Q7776507,,A Tramp Shining,May 1968,NaN,NaN,NaN,,orchestral pop
,Q64847143,Q7767696,NaN,,Revenge of the Cheerleaders,May 1976,NaN,87,English,,sport film
,Q2691328,Q1213418,Q2652637,,Le Parc,May 1985,NaN,NaN,NaN,,electronic music
,Q264519,Q581426,Q1539874,,All the Pretty Horses,May 1992,NaN,NaN,NaN,,Western novel
,Q4177063,Q4725792,Q659128,,Live at Montreux,May 2006,NaN,NaN,NaN,,hard rock
,Q632672,Q382289,Q42051,,Star Wars: The Clone Wars,NaN,NaN,21,English,,science fiction television program
,Q2303222,Q1250966,NaN,,Sordid Lives: The Series,NaN,NaN,25,NaN,,LGBTI+ related TV series
,Q156329,Q108774,Q380519,,Star Trek: Voyager,NaN,NaN,45,English,,science fiction television program
,Q102036322,Q3139414,NaN,,Queen of the Lot,NaN,NaN,120,English,,NaN
